doc_text,name,lat,lon,country_code3,admin1_name,admin2_name,feature_code,start_char,end_char
S/2024/301_PAR_27_SEN_1,The country ’s average oil production of 1.2 million barrels per day was affected by the closure of the Shararah oilfield from 3 to 21 January due to protests by local populations ov er the scarcity of fuel and gasoline and limited socioeconomic prospects in the south.,Sharārah,27.96667,30.85,EGY,Minya,,PPL,104,112
S/2024/301_PAR_27_SEN_2,The Shararah oilfield contributes about 24 per cent of the country ’s daily oil output.,Sharārah,27.96667,30.85,EGY,Minya,,PPL,4,12
S/2024/301_PAR_27_SEN_3,"The closure resulted in the temporary suspension of crude oil supplies to the Zawi yah terminal, leading the National Oil Corporation to declare force majeure at Shararah on 7 January.",Georgia,41.99998,43.4999,GEO,,,PCLI,78,86
S/2024/301_PAR_27_SEN_3,"The closure resulted in the temporary suspension of crude oil supplies to the Zawi yah terminal, leading the National Oil Corporation to declare force majeure at Shararah on 7 January.",Cherâra,33.87222,35.94028,LBN,Béqaa,,RDGE,162,170
S/2024/301_PAR_27_SEN_4,Protesters threatened to also close the Fil oilfield if their grievances were not addressed.,Kirawīl,36.93987,42.81086,IRQ,Duhok,Semel District,PPL,40,43
S/2024/301_PAR_28_SEN_1,"From 3 to 5 January, the Internal Security Agency and the Deterrence Apparatus for Co mbating Organized Crime and Terrorism conducted security operations against elements suspected of having ties to ISIL (Da ’esh) in Tajura.",Tadjourah,11.78778,42.88222,DJI,Tadjourah,,PPLA,217,223
S/2024/301_PAR_28_SEN_2,"The Internal Security Agency reported the arrest of an individual alleged to be a Syrian ISIL member, and the Deterren ce Agency for Combating Organized Crime and Terrorism announced the capture of Hashim Abu Sidra ( “Khubeib ”), regarded as the ISIL leader in Libya.",Libya,28.0,17.0,LBY,,,PCLI,261,266
S/2024/301_PAR_29_SEN_3,"842, authorizing the disbursement of 25 per cent of the previously Page 7 approved 2 billion Libyan din ars ($400 million) for the Benghazi and Darnah Reconstruction Fund, which operates in partnership with the United Nations Development Programme (UNDP), to support the recovery and rehabilitation of conflict -affected areas in Benghazi and Darnah.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,131,139
S/2024/301_PAR_29_SEN_3,"842, authorizing the disbursement of 25 per cent of the previously Page 7 approved 2 billion Libyan din ars ($400 million) for the Benghazi and Darnah Reconstruction Fund, which operates in partnership with the United Nations Development Programme (UNDP), to support the recovery and rehabilitation of conflict -affected areas in Benghazi and Darnah.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,330,338
S/2024/301_PAR_29_SEN_3,"842, authorizing the disbursement of 25 per cent of the previously Page 7 approved 2 billion Libyan din ars ($400 million) for the Benghazi and Darnah Reconstruction Fund, which operates in partnership with the United Nations Development Programme (UNDP), to support the recovery and rehabilitation of conflict -affected areas in Benghazi and Darnah.",Darnah,32.76704,22.63669,LBY,Darnah,,PPLA,343,349
S/2024/301_PAR_29_SEN_5,"856, authorizing the Ministry of Planning to commence the disbursement of an additional 8.8 billion Libyan dinars ($1.8 billion) through the Ministry of Local Governance to benefit municipalities acr oss Libya that are applying for development projects.",Libya,28.0,17.0,LBY,,,PCLI,204,209
S/2024/301_PAR_30_SEN_2,"181, appointing Balqasim Haftar, as Executive Director of the “Darnah and affected areas and cities reconstruction fund ”.",Darnah,31.83333,22.66667,LBY,Darnah,,ADM1,63,69
S/2024/301_PAR_30_SEN_4,"1, establishing th e “Libya development and reconstruction fund ”, with Balqasim Haftar as its Director General.",Libya,28.0,17.0,LBY,,,PCLI,22,27
S/2024/301_PAR_30_SEN_5,"According to the decree, 10 development and reconstruction entities will be transferred under the newly established fund, including the “Darnah and affected areas and cities reconstruction fund.",Darnah,31.83333,22.66667,LBY,Darnah,,ADM1,137,143
S/2024/301_PAR_32_SEN_1,"On 13 January 2024, the Prime Minister opened a two -day “energy and economic summit ” in Tripoli, during which he highlighted the improved investment climate in the country ’s hydrocarbon industry and the commitment of Libya to exploring alternative and rene wable energy sources.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,90,97
S/2024/301_PAR_32_SEN_1,"On 13 January 2024, the Prime Minister opened a two -day “energy and economic summit ” in Tripoli, during which he highlighted the improved investment climate in the country ’s hydrocarbon industry and the commitment of Libya to exploring alternative and rene wable energy sources.",Libya,28.0,17.0,LBY,,,PCLI,220,225
S/2024/301_PAR_32_SEN_2,The event was overshadowed by the Attorney -General ’s decision to postpone the signing of an investment agreement between the National Oil Corporation and a consortium of foreign energy firms related to the Hamada oilfields.,Hamada,34.88333,132.08333,JPN,Shimane,Hamada Shi,PPLA2,208,214
S/2024/301_PAR_32_SEN_3,"The Attorn ey-General ’s decision to place the Hamada investment agreement under further scrutiny followed the House of Representatives ’ criticism that some provisions of the agreement were harmful for the interests of Libya, such as conceding an “unreasonable ” share to foreign interests.",Libya,28.0,17.0,LBY,,,PCLI,220,225
S/2024/301_PAR_33_SEN_5,"Meanwhile, the value of the Libyan dinar depreciated against the United States dollar from 5.2 Libyan dinars in mid -October 2023 to 7.2 Libyan dinars at the end of March, negatively affectin g the purchasing power of Libyan households.",United States,39.76,-98.5,USA,,,PCLI,65,78
S/2024/301_PAR_35_SEN_1,"During a press conference on 1 January, the High National Elections Commission declared its intention to hold elections in 97 municipalities across Libya in 2024 and gave information about changes to the municipal council voter registration process .",Libya,28.0,17.0,LBY,,,PCLI,148,153
S/2024/301_PAR_36_SEN_1,"From 2 to 4 February, the Ministry of Interior of the House of Representatives - designated government instructed 11 field offices of the High National Elections Commission located in the east of Libya to suspend their activities.",Libya,28.0,17.0,LBY,,,PCLI,196,201
S/2024/301_PAR_36_SEN_3,"Meanwhile, UNDP continued to support the Comm ission to re -establish its field office in Darnah, which had been severely affected by flooding in the wake of Storm Daniel.",Darnah,32.76704,22.63669,LBY,Darnah,,PPLA,90,96
S/2024/301_PAR_37_SEN_1,"Enforced disappearances, arbitrary arrests and detention conti nued throughout Libya, resulting in a climate of fear that undermined freedom of expression, assembly and association.",Libya,28.0,17.0,LBY,,,PCLI,79,84
S/2024/301_PAR_37_SEN_3,"In December 2023, UNSMIL and UNDP launched a new programme to address the issue of missing persons, as part of advancing transitional justice and accountability in Libya, by supporting victim participation and building responsive security sector institutions.",Libya,28.0,17.0,LBY,,,PCLI,164,169
S/2024/301_PAR_42_SEN_1,"On 14 December, three members of the Supreme Judicial Council, who had travelled to Benghazi to participate in a session of the House of Representatives to discuss the amendment of the law on the judiciary system, were abducted.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,84,92
S/2024/301_PAR_42_SEN_2,They were released on the sam e day and sent back to Tripoli.,Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,53,60
S/2024/301_PAR_42_SEN_3,"On 13 January 2024, the head of a charity association operating in the south disappeared in Benghazi after allegedly insulting the leadership of the Libyan National Army.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,92,100
S/2024/301_PAR_42_SEN_4,"On 29 January, a human rights activist was arrested w ithout a warrant by the Criminal Investigation Department and detained at the Tripoli courthouse; he managed to escape on 31 January.",Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,132,139
S/2024/301_PAR_44_SEN_1,Libya continued to be a destination and a transit country for migrants and asylum -seekers.,Libya,28.0,17.0,LBY,,,PCLI,0,5
S/2024/301_PAR_44_SEN_2,"According to the International Organization for Migration (IOM), the number of migrants in Libya stood at 706,369 as of December 2023, of whom about 10 per cent were estimated to be children.",Libya,28.0,17.0,LBY,,,PCLI,91,96
S/2024/301_PAR_44_SEN_3,"During the reporting period, the number of migra nts and refugees attempting to cross the Mediterranean Sea from Libya continued to rise.",Mediterranean Sea,35.0,20.0,NA,,,SEA,86,107
S/2024/301_PAR_44_SEN_3,"During the reporting period, the number of migra nts and refugees attempting to cross the Mediterranean Sea from Libya continued to rise.",Libya,28.0,17.0,LBY,,,PCLI,113,118
S/2024/301_PAR_44_SEN_4,"In late March, a mass grave containing at least 65 bodies was discovered by security authorities in southwest Libya; the bodies are believed to be of migrants who died in a failed smuggling operation through the desert.",Libya,28.0,17.0,LBY,,,PCLI,110,115
S/2024/301_PAR_44_SEN_5,"As at 16 March, 3,311 migrants and refugees had been intercepted at sea and returned to Libya by the Libyan Coast Guard.",Libya,28.0,17.0,LBY,,,PCLI,88,93
S/2024/301_PAR_44_SEN_8,"As at 20 March, 3,427 migrants and refugees were detained in official detention centres throughout Libya, including 348 children.",Libya,28.0,17.0,LBY,,,PCLI,99,104
S/2024/301_PAR_45_SEN_1,"Since the start of the conflict in the Sudan in April 2023, a greater number of Sudanese refugees had arrived in Kufrah through the country ’s southern borders.",Republic of the Sudan,16.0,30.0,SDN,,,PCLI,39,44
S/2024/301_PAR_45_SEN_1,"Since the start of the conflict in the Sudan in April 2023, a greater number of Sudanese refugees had arrived in Kufrah through the country ’s southern borders.",Al Kufrah,35.95287,40.64294,SYR,Al-Hasakah,,PPL,113,119
S/2024/301_PAR_45_SEN_2,"Most of the refugees entered thr ough irregular crossings, mainly directly from Sudan or through Chad, while a minority made their way from Egypt.",Republic of the Sudan,16.0,30.0,SDN,,,PCLI,80,85
S/2024/301_PAR_45_SEN_2,"Most of the refugees entered thr ough irregular crossings, mainly directly from Sudan or through Chad, while a minority made their way from Egypt.",Republic of Chad,15.0,19.0,TCD,,,PCLI,97,101
S/2024/301_PAR_45_SEN_2,"Most of the refugees entered thr ough irregular crossings, mainly directly from Sudan or through Chad, while a minority made their way from Egypt.",Arab Republic of Egypt,27.0,30.0,EGY,,,PCLI,140,145
S/2024/301_PAR_45_SEN_3,"As of late March, the Office of the United Nations High Commissioner for Refugees had registered 14,516 Sudanese refugees arriving in Libya si nce mid -April 2023, with an additional 2,736 awaiting registration.",Libya,28.0,17.0,LBY,,,PCLI,134,139
S/2024/301_PAR_46_SEN_1,"Migrants and asylum -seekers continued to be expelled from Tunisia near the areas of Nalut, Tiji and Ghadamis in Libya.",Republic of Tunisia,34.0,9.0,TUN,,,PCLI,59,66
S/2024/301_PAR_46_SEN_1,"Migrants and asylum -seekers continued to be expelled from Tunisia near the areas of Nalut, Tiji and Ghadamis in Libya.",Nālūt,31.86848,10.9812,LBY,Nālūt,,PPLA,85,90
S/2024/301_PAR_46_SEN_1,"Migrants and asylum -seekers continued to be expelled from Tunisia near the areas of Nalut, Tiji and Ghadamis in Libya.",Tījī,32.01493,11.35461,LBY,Nālūt,,PPL,92,96
S/2024/301_PAR_46_SEN_1,"Migrants and asylum -seekers continued to be expelled from Tunisia near the areas of Nalut, Tiji and Ghadamis in Libya.",Ghadāmis,30.13366,9.50072,LBY,Nālūt,,PPL,101,109
S/2024/301_PAR_46_SEN_1,"Migrants and asylum -seekers continued to be expelled from Tunisia near the areas of Nalut, Tiji and Ghadamis in Libya.",Libya,28.0,17.0,LBY,,,PCLI,113,118
