doc_text,sentence_id
"It is crucial that regional and other organizations, such as the African Union, the European Union and the League of Arab States, as well as concerned Member States, continue to provide support to the efforts of the United Nations.",S/2023/589_PAR_89_SEN_3
This collective support is essential to ensure a unified and coordinated approach in assisting the Libyan people.,S/2023/589_PAR_89_SEN_4
"It is paramount that the international community speaks with a unifi ed voice, including within the Security Council, to demonstrate its backing for the Libyan people’s democratic aspirations.",S/2023/589_PAR_89_SEN_5
Page 16 91.,S/2023/589_PAR_89_SEN_6
"The people of Libya have expressed their strong desire for free, credible and democratic elections, and it is now overdue for th eir leaders to attentively listen to their voices and act accordingly.",S/2023/589_PAR_89_SEN_7
I take note of the efforts of the 6+6 House of Representatives and High State Council joint committee to develop draft electoral laws for presidential and parliamentary elections to be held as soon as possible.,S/2023/589_PAR_89_SEN_8
"As noted by my Special Representative, key issues remain contested in the draft laws, thus requiring political agreement among the major stakeholders and key constituencies across the Libyan political spectrum.",S/2023/589_PAR_89_SEN_9
My Special Represen tative will intensify negotiations and convene major stakeholders in order to reach an inclusive political agreement that would enable the holding of successful elections.,S/2023/589_PAR_89_SEN_10
"The holding of the first plenary meetings in Libya, of the security working gro up of the International Follow -up Committee on Libya is an important step that demonstrates increased confidence between the eastern and western sides, owing in large part to the ongoing efforts of the 5+5 Joint Military Commission.",S/2023/589_PAR_90_SEN_1
"Nevertheless, large -scale operations conducted by the Government of National Unity, in Zawiyah and other key cities along the western coastal road, aimed at addressing illicit trafficking activities, as well as sporadic clashes in Tripoli, demonstrate that the security situation remains fragile.",S/2023/589_PAR_90_SEN_2
"Proportional, legal and accountable use of force should be maintained when carrying out such operations.",S/2023/589_PAR_90_SEN_3
"In addition, the authorities must protect civilians as a top priority.",S/2023/589_PAR_90_SEN_4
"The outbreak of fighting in the Sudan in April, and the p ossible humanitarian and security ramifications for the neighbouring countries, including Libya, remain of great concern.",S/2023/589_PAR_91_SEN_1
"It is critical that all efforts be made to limit the destabilizing impact of the fighting in the Sudan on neighbouring countries, incl uding Libya.",S/2023/589_PAR_91_SEN_2
"Meanwhile, the United Nations country team has stepped up its preparedness to respond to a possible increase in humanitarian and protection needs along the borders between the Sudan and Libya.",S/2023/589_PAR_91_SEN_3
The increased restrictions on civic space and the excessive control by authorities and security actors over civil society and people in Libya are alarming.,S/2023/589_PAR_92_SEN_1
"The recent series of restrictive measures, including on the work of civil society organizations and on fundamental freedoms and rights, in particu lar on women’s freedom of movement, are particularly concerning.",S/2023/589_PAR_92_SEN_2
Any framework regulating the activities of civil society must be in line with the human rights obligations of Libya under domestic and international law.,S/2023/589_PAR_92_SEN_3
The new restrictions on women’s freed om of movement highlight how hard -won gains in women’s rights can be eroded and undermined and may pave the way for further erosion on their rights and freedoms.,S/2023/589_PAR_92_SEN_4
These new restrictions also run counter to the goal of inclusive elections and national reconc iliation in which women and civil society have a vital role to play.,S/2023/589_PAR_92_SEN_5
I urge the Libyan institutions to reconsider these new measures.,S/2023/589_PAR_92_SEN_6
"The humanitarian situation, human rights and protection of migrants and refugees remain of serious concern, in particu lar following countrywide raids leading to mass arbitrary arrests and forced expulsions, which I firmly condemn.",S/2023/589_PAR_93_SEN_1
"Collective expulsions violate the country’s obligations under international law, including the principle of non -refoulement.",S/2023/589_PAR_93_SEN_2
"I call upon the Li byan authorities to urgently provide unrestricted access to all detention centres where migrants and refugees, including children, are being detained.",S/2023/589_PAR_93_SEN_3
"The signing of a declaration of intent between the Presidential Council and the working group on inte rnational humanitarian law and human rights, in Tripoli on 22 May, aimed at further strengthening collaboration and establishing a regular inclusive dialogue in view of advancing human rights in Libya, is welcome.",S/2023/589_PAR_94_SEN_1
I encourage the Libyan authorities to demo nstrate continued commitment to this cause.,S/2023/589_PAR_94_SEN_2
Page 17 97.,S/2023/589_PAR_94_SEN_3
"Implementing a nationwide reconciliation process characterized by transparency, inclusivity and active participation paves the way for sustainable peace.",S/2023/589_PAR_94_SEN_4
"In this regard, I welcome the continued efforts of the African Union and the Congo to support the Presidential Council of Libya to advance national reconciliation.",S/2023/589_PAR_94_SEN_5
I welcome the decision by the Presidential Council to establish a high committee on financial oversight to address fundamental issues of tran sparency with regard to the spending of public funds and the fair distribution of resources.,S/2023/589_PAR_95_SEN_1
This inclusive approach should help to facilitate a level playing field for all candidates in the elections.,S/2023/589_PAR_95_SEN_2
"I thank my Special Representative, the Mission le adership, the staff of UNSMIL and the United Nations country team for their dedicated efforts and support to the Libyan people.",S/2023/589_PAR_96_SEN_1
"I reiterate my gratitude to the United Nations Guard Unit in Libya, generously provided by the Government of Nepal.",S/2023/589_PAR_96_SEN_2
"The present report, submitted pursuant to Security Council resolutions 2510 (2020) , 2542 (2020) , 2570 (2021) , 2647 (2022) , 2656 (2022) and 2702 (2023) , covers political, security and economic developments in Libya.",S/2023/967_PAR_1_SEN_1
"It provides an overv iew of the human rights and humanitarian situation in the country and the activities of the United Nations Support Mission in Libya (UNSMIL) since the issuance of the previous report ( S/2023/589 ), dated 8 August 2023.",S/2023/967_PAR_1_SEN_2
Political and security -related developments,S/2023/967_PAR_1_SEN_3
"The Special Representative of the Secretary -General for Libya and Head of UNSMIL, Abdoulaye Bathily, intensified his efforts to convene the main Libyan stakeholders under UNSMIL auspices to overcome outstanding political differences and facilitate a climate conducive to the holding of inclusive presidential and legislative elections.",S/2023/967_PAR_2_SEN_1
"On 6 August, the High State Council elected Mohammed Takala as its new President.",S/2023/967_PAR_3_SEN_1
"Mr. Takala replaced Khaled Mishri, who had held the position since 2018.",S/2023/967_PAR_3_SEN_2
"On 27 August, the Prime Minister of the Government of National Unity, Abdulhamid Al Dabiba, suspended Najla El Mangoush from her position as Minister for Foreig n Affairs and International Cooperation.",S/2023/967_PAR_4_SEN_1
